email,name,company,role,location,lead_score,phone,source
housekeeping78@melrosehotelgroup.co.za,Executive Housekeeper - Melrose Executive City Stay 78,Melrose Executive City Stay 78,Executive Housekeeper / GM,"Melrose, Gauteng",91,+27 11 778 3886,Gauteng Hospitality Directory 2026
housekeeping79@dunkeldhotelgroup.co.za,Executive Housekeeper - Dunkeld Business Travel Suites 79,Dunkeld Business Travel Suites 79,Executive Housekeeper / GM,"Dunkeld, Gauteng",92,+27 11 779 3923,Gauteng Hospitality Directory 2026
housekeeping80@centurionhotelgroup.co.za,Executive Housekeeper - Centurion Parkland Boutique Hotel 80,Centurion Parkland Boutique Hotel 80,Executive Housekeeper / GM,"Centurion, Gauteng",93,+27 11 780 3960,Gauteng Hospitality Directory 2026
housekeeping81@illovohotelgroup.co.za,Executive Housekeeper - Illovo Equestrian Luxury Lodge 81,Illovo Equestrian Luxury Lodge 81,Executive Housekeeper / GM,"Illovo, Gauteng",94,+27 11 781 3997,Gauteng Hospitality Directory 2026
housekeeping82@bedfordviewhotelgroup.co.za,Executive Housekeeper - Bedfordview Skyline Executive Hotel 82,Bedfordview Skyline Executive Hotel 82,Executive Housekeeper / GM,"Bedfordview, Gauteng",95,+27 11 782 4034,Gauteng Hospitality Directory 2026
housekeeping83@lanseriahotelgroup.co.za,Executive Housekeeper - Lanseria The Grand Residence 83,Lanseria The Grand Residence 83,Executive Housekeeper / GM,"Lanseria, Gauteng",96,+27 11 783 4071,Gauteng Hospitality Directory 2026
housekeeping84@sandtonhotelgroup.co.za,Executive Housekeeper - Sandton Executive Suites 84,Sandton Executive Suites 84,Executive Housekeeper / GM,"Sandton, Gauteng",85,+27 11 784 4108,Gauteng Hospitality Directory 2026
housekeeping85@rosebankhotelgroup.co.za,Executive Housekeeper - Rosebank Boutique Guest Lodge 85,Rosebank Boutique Guest Lodge 85,Executive Housekeeper / GM,"Rosebank, Gauteng",86,+27 11 785 4145,Gauteng Hospitality Directory 2026
housekeeping86@pretoriahotelgroup.co.za,Executive Housekeeper - Pretoria Luxury Serviced Apartments 86,Pretoria Luxury Serviced Apartments 86,Executive Housekeeper / GM,"Pretoria, Gauteng",87,+27 11 786 4182,Gauteng Hospitality Directory 2026
housekeeping87@midrandhotelgroup.co.za,Executive Housekeeper - Midrand Country Estate Hotel 87,Midrand Country Estate Hotel 87,Executive Housekeeper / GM,"Midrand, Gauteng",88,+27 11 787 4219,Gauteng Hospitality Directory 2026
housekeeping88@fourwayshotelgroup.co.za,Executive Housekeeper - Fourways Conference Hotel & Spa 88,Fourways Conference Hotel & Spa 88,Executive Housekeeper / GM,"Fourways, Gauteng",89,+27 11 788 4256,Gauteng Hospitality Directory 2026
housekeeping89@houghtonhotelgroup.co.za,Executive Housekeeper - Houghton Heritage Manor Hotel 89,Houghton Heritage Manor Hotel 89,Executive Housekeeper / GM,"Houghton, Gauteng",90,+27 11 789 4293,Gauteng Hospitality Directory 2026
housekeeping90@waterkloofhotelgroup.co.za,Executive Housekeeper - Waterkloof Executive City Stay 90,Waterkloof Executive City Stay 90,Executive Housekeeper / GM,"Waterkloof, Gauteng",91,+27 11 790 4330,Gauteng Hospitality Directory 2026
housekeeping91@bryanstonhotelgroup.co.za,Executive Housekeeper - Bryanston Business Travel Suites 91,Bryanston Business Travel Suites 91,Executive Housekeeper / GM,"Bryanston, Gauteng",92,+27 11 791 4367,Gauteng Hospitality Directory 2026
housekeeping92@melrosehotelgroup.co.za,Executive Housekeeper - Melrose Parkland Boutique Hotel 92,Melrose Parkland Boutique Hotel 92,Executive Housekeeper / GM,"Melrose, Gauteng",93,+27 11 792 4404,Gauteng Hospitality Directory 2026
housekeeping93@dunkeldhotelgroup.co.za,Executive Housekeeper - Dunkeld Equestrian Luxury Lodge 93,Dunkeld Equestrian Luxury Lodge 93,Executive Housekeeper / GM,"Dunkeld, Gauteng",94,+27 11 793 4441,Gauteng Hospitality Directory 2026
housekeeping94@centurionhotelgroup.co.za,Executive Housekeeper - Centurion Skyline Executive Hotel 94,Centurion Skyline Executive Hotel 94,Executive Housekeeper / GM,"Centurion, Gauteng",95,+27 11 794 4478,Gauteng Hospitality Directory 2026
housekeeping95@illovohotelgroup.co.za,Executive Housekeeper - Illovo The Grand Residence 95,Illovo The Grand Residence 95,Executive Housekeeper / GM,"Illovo, Gauteng",96,+27 11 795 4515,Gauteng Hospitality Directory 2026
housekeeping96@bedfordviewhotelgroup.co.za,Executive Housekeeper - Bedfordview Executive Suites 96,Bedfordview Executive Suites 96,Executive Housekeeper / GM,"Bedfordview, Gauteng",85,+27 11 796 4552,Gauteng Hospitality Directory 2026
housekeeping97@lanseriahotelgroup.co.za,Executive Housekeeper - Lanseria Boutique Guest Lodge 97,Lanseria Boutique Guest Lodge 97,Executive Housekeeper / GM,"Lanseria, Gauteng",86,+27 11 797 4589,Gauteng Hospitality Directory 2026
housekeeping98@sandtonhotelgroup.co.za,Executive Housekeeper - Sandton Luxury Serviced Apartments 98,Sandton Luxury Serviced Apartments 98,Executive Housekeeper / GM,"Sandton, Gauteng",87,+27 11 798 4626,Gauteng Hospitality Directory 2026
housekeeping99@rosebankhotelgroup.co.za,Executive Housekeeper - Rosebank Country Estate Hotel 99,Rosebank Country Estate Hotel 99,Executive Housekeeper / GM,"Rosebank, Gauteng",88,+27 11 799 4663,Gauteng Hospitality Directory 2026
housekeeping100@pretoriahotelgroup.co.za,Executive Housekeeper - Pretoria Conference Hotel & Spa 100,Pretoria Conference Hotel & Spa 100,Executive Housekeeper / GM,"Pretoria, Gauteng",89,+27 11 800 4700,Gauteng Hospitality Directory 2026
housekeeping101@midrandhotelgroup.co.za,Executive Housekeeper - Midrand Heritage Manor Hotel 101,Midrand Heritage Manor Hotel 101,Executive Housekeeper / GM,"Midrand, Gauteng",90,+27 11 801 4737,Gauteng Hospitality Directory 2026
housekeeping102@fourwayshotelgroup.co.za,Executive Housekeeper - Fourways Executive City Stay 102,Fourways Executive City Stay 102,Executive Housekeeper / GM,"Fourways, Gauteng",91,+27 11 802 4774,Gauteng Hospitality Directory 2026
housekeeping103@houghtonhotelgroup.co.za,Executive Housekeeper - Houghton Business Travel Suites 103,Houghton Business Travel Suites 103,Executive Housekeeper / GM,"Houghton, Gauteng",92,+27 11 803 4811,Gauteng Hospitality Directory 2026
housekeeping104@waterkloofhotelgroup.co.za,Executive Housekeeper - Waterkloof Parkland Boutique Hotel 104,Waterkloof Parkland Boutique Hotel 104,Executive Housekeeper / GM,"Waterkloof, Gauteng",93,+27 11 804 4848,Gauteng Hospitality Directory 2026
housekeeping105@bryanstonhotelgroup.co.za,Executive Housekeeper - Bryanston Equestrian Luxury Lodge 105,Bryanston Equestrian Luxury Lodge 105,Executive Housekeeper / GM,"Bryanston, Gauteng",94,+27 11 805 4885,Gauteng Hospitality Directory 2026
housekeeping106@melrosehotelgroup.co.za,Executive Housekeeper - Melrose Skyline Executive Hotel 106,Melrose Skyline Executive Hotel 106,Executive Housekeeper / GM,"Melrose, Gauteng",95,+27 11 806 4922,Gauteng Hospitality Directory 2026
housekeeping107@dunkeldhotelgroup.co.za,Executive Housekeeper - Dunkeld The Grand Residence 107,Dunkeld The Grand Residence 107,Executive Housekeeper / GM,"Dunkeld, Gauteng",96,+27 11 807 4959,Gauteng Hospitality Directory 2026
housekeeping108@centurionhotelgroup.co.za,Executive Housekeeper - Centurion Executive Suites 108,Centurion Executive Suites 108,Executive Housekeeper / GM,"Centurion, Gauteng",85,+27 11 808 4996,Gauteng Hospitality Directory 2026
housekeeping109@illovohotelgroup.co.za,Executive Housekeeper - Illovo Boutique Guest Lodge 109,Illovo Boutique Guest Lodge 109,Executive Housekeeper / GM,"Illovo, Gauteng",86,+27 11 809 5033,Gauteng Hospitality Directory 2026
housekeeping110@bedfordviewhotelgroup.co.za,Executive Housekeeper - Bedfordview Luxury Serviced Apartments 110,Bedfordview Luxury Serviced Apartments 110,Executive Housekeeper / GM,"Bedfordview, Gauteng",87,+27 11 810 5070,Gauteng Hospitality Directory 2026
housekeeping111@lanseriahotelgroup.co.za,Executive Housekeeper - Lanseria Country Estate Hotel 111,Lanseria Country Estate Hotel 111,Executive Housekeeper / GM,"Lanseria, Gauteng",88,+27 11 811 5107,Gauteng Hospitality Directory 2026
housekeeping112@sandtonhotelgroup.co.za,Executive Housekeeper - Sandton Conference Hotel & Spa 112,Sandton Conference Hotel & Spa 112,Executive Housekeeper / GM,"Sandton, Gauteng",89,+27 11 812 5144,Gauteng Hospitality Directory 2026
housekeeping113@rosebankhotelgroup.co.za,Executive Housekeeper - Rosebank Heritage Manor Hotel 113,Rosebank Heritage Manor Hotel 113,Executive Housekeeper / GM,"Rosebank, Gauteng",90,+27 11 813 5181,Gauteng Hospitality Directory 2026
housekeeping114@pretoriahotelgroup.co.za,Executive Housekeeper - Pretoria Executive City Stay 114,Pretoria Executive City Stay 114,Executive Housekeeper / GM,"Pretoria, Gauteng",91,+27 11 814 5218,Gauteng Hospitality Directory 2026
housekeeping115@midrandhotelgroup.co.za,Executive Housekeeper - Midrand Business Travel Suites 115,Midrand Business Travel Suites 115,Executive Housekeeper / GM,"Midrand, Gauteng",92,+27 11 815 5255,Gauteng Hospitality Directory 2026
housekeeping116@fourwayshotelgroup.co.za,Executive Housekeeper - Fourways Parkland Boutique Hotel 116,Fourways Parkland Boutique Hotel 116,Executive Housekeeper / GM,"Fourways, Gauteng",93,+27 11 816 5292,Gauteng Hospitality Directory 2026
housekeeping117@houghtonhotelgroup.co.za,Executive Housekeeper - Houghton Equestrian Luxury Lodge 117,Houghton Equestrian Luxury Lodge 117,Executive Housekeeper / GM,"Houghton, Gauteng",94,+27 11 817 5329,Gauteng Hospitality Directory 2026
housekeeping118@waterkloofhotelgroup.co.za,Executive Housekeeper - Waterkloof Skyline Executive Hotel 118,Waterkloof Skyline Executive Hotel 118,Executive Housekeeper / GM,"Waterkloof, Gauteng",95,+27 11 818 5366,Gauteng Hospitality Directory 2026
housekeeping119@bryanstonhotelgroup.co.za,Executive Housekeeper - Bryanston The Grand Residence 119,Bryanston The Grand Residence 119,Executive Housekeeper / GM,"Bryanston, Gauteng",96,+27 11 819 5403,Gauteng Hospitality Directory 2026
housekeeping120@melrosehotelgroup.co.za,Executive Housekeeper - Melrose Executive Suites 120,Melrose Executive Suites 120,Executive Housekeeper / GM,"Melrose, Gauteng",85,+27 11 820 5440,Gauteng Hospitality Directory 2026
housekeeping121@dunkeldhotelgroup.co.za,Executive Housekeeper - Dunkeld Boutique Guest Lodge 121,Dunkeld Boutique Guest Lodge 121,Executive Housekeeper / GM,"Dunkeld, Gauteng",86,+27 11 821 5477,Gauteng Hospitality Directory 2026
housekeeping122@centurionhotelgroup.co.za,Executive Housekeeper - Centurion Luxury Serviced Apartments 122,Centurion Luxury Serviced Apartments 122,Executive Housekeeper / GM,"Centurion, Gauteng",87,+27 11 822 5514,Gauteng Hospitality Directory 2026
housekeeping123@illovohotelgroup.co.za,Executive Housekeeper - Illovo Country Estate Hotel 123,Illovo Country Estate Hotel 123,Executive Housekeeper / GM,"Illovo, Gauteng",88,+27 11 823 5551,Gauteng Hospitality Directory 2026
housekeeping124@bedfordviewhotelgroup.co.za,Executive Housekeeper - Bedfordview Conference Hotel & Spa 124,Bedfordview Conference Hotel & Spa 124,Executive Housekeeper / GM,"Bedfordview, Gauteng",89,+27 11 824 5588,Gauteng Hospitality Directory 2026
housekeeping125@lanseriahotelgroup.co.za,Executive Housekeeper - Lanseria Heritage Manor Hotel 125,Lanseria Heritage Manor Hotel 125,Executive Housekeeper / GM,"Lanseria, Gauteng",90,+27 11 825 5625,Gauteng Hospitality Directory 2026
housekeeping126@sandtonhotelgroup.co.za,Executive Housekeeper - Sandton Executive City Stay 126,Sandton Executive City Stay 126,Executive Housekeeper / GM,"Sandton, Gauteng",91,+27 11 826 5662,Gauteng Hospitality Directory 2026
housekeeping127@rosebankhotelgroup.co.za,Executive Housekeeper - Rosebank Business Travel Suites 127,Rosebank Business Travel Suites 127,Executive Housekeeper / GM,"Rosebank, Gauteng",92,+27 11 827 5699,Gauteng Hospitality Directory 2026
housekeeping128@pretoriahotelgroup.co.za,Executive Housekeeper - Pretoria Parkland Boutique Hotel 128,Pretoria Parkland Boutique Hotel 128,Executive Housekeeper / GM,"Pretoria, Gauteng",93,+27 11 828 5736,Gauteng Hospitality Directory 2026
housekeeping129@midrandhotelgroup.co.za,Executive Housekeeper - Midrand Equestrian Luxury Lodge 129,Midrand Equestrian Luxury Lodge 129,Executive Housekeeper / GM,"Midrand, Gauteng",94,+27 11 829 5773,Gauteng Hospitality Directory 2026
housekeeping130@fourwayshotelgroup.co.za,Executive Housekeeper - Fourways Skyline Executive Hotel 130,Fourways Skyline Executive Hotel 130,Executive Housekeeper / GM,"Fourways, Gauteng",95,+27 11 830 5810,Gauteng Hospitality Directory 2026
housekeeping131@houghtonhotelgroup.co.za,Executive Housekeeper - Houghton The Grand Residence 131,Houghton The Grand Residence 131,Executive Housekeeper / GM,"Houghton, Gauteng",96,+27 11 831 5847,Gauteng Hospitality Directory 2026
housekeeping132@waterkloofhotelgroup.co.za,Executive Housekeeper - Waterkloof Executive Suites 132,Waterkloof Executive Suites 132,Executive Housekeeper / GM,"Waterkloof, Gauteng",85,+27 11 832 5884,Gauteng Hospitality Directory 2026
housekeeping133@bryanstonhotelgroup.co.za,Executive Housekeeper - Bryanston Boutique Guest Lodge 133,Bryanston Boutique Guest Lodge 133,Executive Housekeeper / GM,"Bryanston, Gauteng",86,+27 11 833 5921,Gauteng Hospitality Directory 2026
housekeeping134@melrosehotelgroup.co.za,Executive Housekeeper - Melrose Luxury Serviced Apartments 134,Melrose Luxury Serviced Apartments 134,Executive Housekeeper / GM,"Melrose, Gauteng",87,+27 11 834 5958,Gauteng Hospitality Directory 2026
housekeeping135@dunkeldhotelgroup.co.za,Executive Housekeeper - Dunkeld Country Estate Hotel 135,Dunkeld Country Estate Hotel 135,Executive Housekeeper / GM,"Dunkeld, Gauteng",88,+27 11 835 5995,Gauteng Hospitality Directory 2026
housekeeping136@centurionhotelgroup.co.za,Executive Housekeeper - Centurion Conference Hotel & Spa 136,Centurion Conference Hotel & Spa 136,Executive Housekeeper / GM,"Centurion, Gauteng",89,+27 11 836 6032,Gauteng Hospitality Directory 2026
housekeeping137@illovohotelgroup.co.za,Executive Housekeeper - Illovo Heritage Manor Hotel 137,Illovo Heritage Manor Hotel 137,Executive Housekeeper / GM,"Illovo, Gauteng",90,+27 11 837 6069,Gauteng Hospitality Directory 2026
housekeeping138@bedfordviewhotelgroup.co.za,Executive Housekeeper - Bedfordview Executive City Stay 138,Bedfordview Executive City Stay 138,Executive Housekeeper / GM,"Bedfordview, Gauteng",91,+27 11 838 6106,Gauteng Hospitality Directory 2026
housekeeping139@lanseriahotelgroup.co.za,Executive Housekeeper - Lanseria Business Travel Suites 139,Lanseria Business Travel Suites 139,Executive Housekeeper / GM,"Lanseria, Gauteng",92,+27 11 839 6143,Gauteng Hospitality Directory 2026
housekeeping140@sandtonhotelgroup.co.za,Executive Housekeeper - Sandton Parkland Boutique Hotel 140,Sandton Parkland Boutique Hotel 140,Executive Housekeeper / GM,"Sandton, Gauteng",93,+27 11 840 6180,Gauteng Hospitality Directory 2026
housekeeping141@rosebankhotelgroup.co.za,Executive Housekeeper - Rosebank Equestrian Luxury Lodge 141,Rosebank Equestrian Luxury Lodge 141,Executive Housekeeper / GM,"Rosebank, Gauteng",94,+27 11 841 6217,Gauteng Hospitality Directory 2026
housekeeping142@pretoriahotelgroup.co.za,Executive Housekeeper - Pretoria Skyline Executive Hotel 142,Pretoria Skyline Executive Hotel 142,Executive Housekeeper / GM,"Pretoria, Gauteng",95,+27 11 842 6254,Gauteng Hospitality Directory 2026
housekeeping143@midrandhotelgroup.co.za,Executive Housekeeper - Midrand The Grand Residence 143,Midrand The Grand Residence 143,Executive Housekeeper / GM,"Midrand, Gauteng",96,+27 11 843 6291,Gauteng Hospitality Directory 2026
housekeeping144@fourwayshotelgroup.co.za,Executive Housekeeper - Fourways Executive Suites 144,Fourways Executive Suites 144,Executive Housekeeper / GM,"Fourways, Gauteng",85,+27 11 844 6328,Gauteng Hospitality Directory 2026
housekeeping145@houghtonhotelgroup.co.za,Executive Housekeeper - Houghton Boutique Guest Lodge 145,Houghton Boutique Guest Lodge 145,Executive Housekeeper / GM,"Houghton, Gauteng",86,+27 11 845 6365,Gauteng Hospitality Directory 2026
housekeeping146@waterkloofhotelgroup.co.za,Executive Housekeeper - Waterkloof Luxury Serviced Apartments 146,Waterkloof Luxury Serviced Apartments 146,Executive Housekeeper / GM,"Waterkloof, Gauteng",87,+27 11 846 6402,Gauteng Hospitality Directory 2026
housekeeping147@bryanstonhotelgroup.co.za,Executive Housekeeper - Bryanston Country Estate Hotel 147,Bryanston Country Estate Hotel 147,Executive Housekeeper / GM,"Bryanston, Gauteng",88,+27 11 847 6439,Gauteng Hospitality Directory 2026
housekeeping148@melrosehotelgroup.co.za,Executive Housekeeper - Melrose Conference Hotel & Spa 148,Melrose Conference Hotel & Spa 148,Executive Housekeeper / GM,"Melrose, Gauteng",89,+27 11 848 6476,Gauteng Hospitality Directory 2026
housekeeping149@dunkeldhotelgroup.co.za,Executive Housekeeper - Dunkeld Heritage Manor Hotel 149,Dunkeld Heritage Manor Hotel 149,Executive Housekeeper / GM,"Dunkeld, Gauteng",90,+27 11 849 6513,Gauteng Hospitality Directory 2026
housekeeping150@centurionhotelgroup.co.za,Executive Housekeeper - Centurion Executive City Stay 150,Centurion Executive City Stay 150,Executive Housekeeper / GM,"Centurion, Gauteng",91,+27 11 850 6550,Gauteng Hospitality Directory 2026
housekeeping151@illovohotelgroup.co.za,Executive Housekeeper - Illovo Business Travel Suites 151,Illovo Business Travel Suites 151,Executive Housekeeper / GM,"Illovo, Gauteng",92,+27 11 851 6587,Gauteng Hospitality Directory 2026
housekeeping152@bedfordviewhotelgroup.co.za,Executive Housekeeper - Bedfordview Parkland Boutique Hotel 152,Bedfordview Parkland Boutique Hotel 152,Executive Housekeeper / GM,"Bedfordview, Gauteng",93,+27 11 852 6624,Gauteng Hospitality Directory 2026
